Core,"Latitude (decimal, from -90 to +90)","Longitude (decimal, from -180 to +180)",Ocean,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,P/D integrade + N. pachyderma R,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics,,,,,,,,,,,,
NEAP-04B,61.37,-24.17,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,22.6,0.2,0,0,0,11.9,2,41.2,0,41.2,,0,0,1.8,0,0,0,0,,0,0.7,,0,0,,0,0,19.7,,,0,0,0,,452,,,,,,,,,,,,
V27-38,61.37,-11.5,Nordic Seas,0.3,0,0,0,0,0,0,0,0,0,,0.3,0,10.4,0,0,0,0,6.5,41.3,26.2,1,26.2,,0,0,5.2,0,0,0,0,,0,2.6,,0,0,,0,0,2.6,,,0,0,3.7,,384,,,,,,,,,,,,
O1KS15,61.23,3.6,Nordic Seas,,,,,,,,,,,,,,40,,,,,18,6,202,,202,,,,2,,,0,,,,,,,,,,,10,,,,,,,278,,,,,,,,,,,,
NEAP-06B,61.22,-22.49,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,21.4,0,0,0,0,7.1,0.4,47,0,47,,0,0,2,0,0,0,0,,0,0.4,,0,0,,0,0,21.8,,,0,0,0,,560,,,,,,,,,,,,
V29-204,61.18,-23.02,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,24.8,0,0,0,0,3.2,0,42.5,0.3,42.5,,0,0,3.5,0,0,0,0,,0,1,,0,0,,0,0,23.2,,,0,0,1.5,,367,,,,,,,,,,,,
NEAP-05B,61.08,-24.53,North Atlantic,0.9,0,0,0,0,0,0,0,0,0,,0.2,0,27.2,0.5,0,0,0,7.7,1.2,41.9,0,41.9,,0,0,1.4,0,0,0,0,,0.5,0,,0,0,,0,0,18.6,,,0,0,0,,430,,,,,,,,,,,,
V23-79,60.93,-17.57,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0,0,2.7,0,0,0,0,0.2,4.4,52.3,0,52.3,,0,0,3.9,0,0,0,0,,0,0.4,,0,0.2,,0.2,0,35.7,,,0,0,0,,1116,,,,,,,,,,,,
V29-203,60.8,-22.43,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,25.4,1,0,0,0,1.8,6,40.9,0.3,40.9,,0,0,4.4,0,0,0,0,,0,1.3,,0,0,,0,0,17.4,,,0,0,1.5,,378,,,,,,,,,,,,
V17-196,60.73,-57.83,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,0.3,0,0,0,0,0.3,98,1.4,0,1.4,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,,,0,0,0,,345,,,,,,,,,,,,
V27-32,60.7,-37.27,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,18,0,0,0,0,22.5,36.9,12.7,0,12.7,,0,0,0.2,0,0,0,0,,0,0,,0,0,,0,0,7.4,,,0,0,2.3,,417,,,,,,,,,,,,
V27-098,60.65,-7.43,North Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,29,375,22,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,474,,,,,,,,,,,,
V28-66,60.62,-15.18,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0,0,28.7,0.6,0,0,0,10.3,2.7,34.9,0.2,34.9,,0,0,4.3,0,0.2,0.2,0,,0.2,0.8,,0,0,,0,0,15.3,,,0,0,1.6,,484,,,,,,,,,,,,
V28-65,60.55,-11.45,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,16.8,0,0,0,0,26.5,1.1,36.4,0,36.4,,0,0,2,0,0,0,0,,0,0.2,,0,0,,0,0,14.8,,,0,0,2.2,,453,,,,,,,,,,,,
NEAP-07B,60.41,-23.65,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,28.1,0.3,0,0,0,4.9,1.8,45.6,0,45.6,,0,0,2.5,0,0,0,0,,0,0,,0,0,,0,0,16.8,,,0,0,0,,327,,,,,,,,,,,,
V29-202,60.38,-20.97,North Atlantic,2,0,0,0,0,0,0,0,0,0,0,0,0,73,2,0,0,0,4,7,132,15,132,0,0,0,21,0,0,0,0,0,1,2,0,0,0,0,0,0,65,0,0,0,0,0,3,327,,,,,,,,,,,,
MD952014,60.35,-22.04,North Atlantic,3,,,,,,,,,,,,,140,,,,,8,3,188,,188,,,,30,,,0,,,1,,,,,,,,66,,,,,,,439,,,,,,,,,,,,
SU9021P,60.28,-40.23,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,27,0,0,0,0,33,290,49,0,49,,,,0,0,0,0,0,,0,0,,0,0,,0,0,6,,,,,,,405,,,,,,,0,,0,0,0,0
V16-227,60.05,-50.83,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.6,0,0,0,0.3,95.5,2.9,0,2.9,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0.3,,,0,0,0.4,,310,,,,,,,,,,,,
F1KR03,60.02,-8.73,North Atlantic,,,,,,,,,,,,,,46,,,,,7,80,135,,135,,,,8,,,0,,,,,,,,,,,25,,,,,,,301,,,,,,,,,,,,
V23-29,59.95,-32.85,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,23.7,0.2,0,0,0,27.1,22.7,15.5,0.5,15.5,,0,0,0.8,0,0,0,0,,0,0.3,,0,0,,0,0,9.2,,,0,0,0,,625,,,,,,,,,,,,
V29-200,59.95,-19.2,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,27.7,0,0,0,0,4.3,0,36.2,0.5,36.2,,0,0,5.5,0,0,0,0,,0,0.9,,0,0,,0,0,22.9,,,0,0,2,,417,,,,,,,,,,,,
SU90-20,59.86,-39.66,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,9.3,0,0,0,0,0.6,79.7,9.8,0,9.8,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0.6,,,0,0,0,,420,,,,,,,,,,,,
NEAP-11B,59.79,-22.65,North Atlantic,0.9,0,0,0,0,0.9,0,0,0,0,,0,0,32.9,0.3,0,0,0,5.6,2.3,33.5,0,33.5,,0,0,4.7,0,0,0,0,,0.3,0,,0,0,,0,0,18.5,,,0,0,0.1,,340,,,,,,,,,,,,
NEAP-09B,59.78,-23.92,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,28.1,0.2,0,0,0,3.8,3.3,39.6,0,39.6,,0,0,2.6,0,0,0,0,,0,0.2,,0,0,,0,0,22.3,,,0,0,0,,427,,,,,,,,,,,,
NEAP-08B,59.74,-22.2,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,25.8,0,0,0,0,2.9,1.9,46.1,0,46.1,,0,0,3.8,0,0,0,0,,0.3,1.8,,0,0,,0,0,17.4,,,0,0,0,,627,,,,,,,,,,,,
RC009-7,59.65,-22.77,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0,0,27.7,0.2,0,0,0,5.4,6.1,33.8,2,33.8,,0,0,2.9,0,0,0,0,,0.2,0.7,,0,0,,0,0,19.4,,,0,0,1.4,,408,,,,,,,,,,,,
SU90-I06,59.52,-39.45,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,7.1,0,0,0,0,1.4,82.3,7.5,0,7.5,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,1.7,,,0,0,0,,295,,,,,,,,,,,,
F1KS10,59.5,-8.93,North Atlantic,,,,,,,,,,,,,,49,,,3,,26,2,167,,167,,,,8,,,0,,,1,,,,,,,,41,,,,,,,297,,,,,,,,,,,,
F1KR07,59.25,-10.22,North Atlantic,,,,,,,,,,,,,,74,,,1,,17,34,153,,153,,,,15,,,0,,,,2,,,,,,,17,,,,,,,313,,,,,,,,,,,,
V27-30,59.13,-41.07,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,14.2,0,0,0,0,2.7,63.6,15.9,0,15.9,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,2.2,,,0,0,1.4,,415,,,,,,,,,,,,
11896-3bx,59.11,-20.14,North Atlantic,0.2,0,0,0.2,0.2,0,0,0,0,0,,0,0,27.4,0,0,0,0,4.3,3.1,36.9,0,36.9,,0,0,4.7,0,0,0,0,,0.2,1,,0.6,0,,0.6,0,20.8,,,0,0,0.7,,488,,,,,,,,,,,,
NEAP-13B,58.94,-24.4,North Atlantic,0,0,0,0.2,0.2,0,0,0,0,0,,0.2,0.2,19.1,0,0,0.4,0,8.5,9.8,38.7,0,38.7,,0,0,4.9,0,0,0,0,,0.6,0.6,,0,0,,0,0,16.6,,,0,0,0.2,,470,,,,,,,,,,,,
SU9017S,58.8,-43.95,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,108,0,0,0,0,21,306,110,0,110,,,,0,0,0,0,0,,0,0,,0,0,,0,0,7,,,,,,,552,,,,,,,7,,0,0,0,0
SU90I-05,58.79,-43.96,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,102,0,0,0,0,12,272,66,0,66,,,,0,0,0,0,0,,0,0,,0,0,,0,0,4,,,,,,,456,,,,,,,9,,0,0,0,0
V29-198,58.72,-15.55,North Atlantic,0,0,0,0,0,0,0.2,0,0.2,0,,0,0,24.2,0,0,0,0,6.6,0.3,42.2,0,42.2,,0,0,3.9,0,0.2,0.2,0,,0,1,,0,0,,0,0,18.6,,,0,0,2.8,,623,,,,,,,,,,,,
NEAP-12B,58.64,-23.99,North Atlantic,4.3,0,0,0,0,0,0,0,0,0,,0,0,23.8,0,0,0,0,4.5,0.4,43.2,0,43.2,,0,0,3.9,0,0,0,0,,0.2,0.6,,0,0,,0,0,19.1,,,0,0,0,,488,,,,,,,,,,,,
11905-3bx,58.63,-19.45,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0.5,25.8,0,0,0,0,10.1,3.4,31.7,0,31.7,,0,0,4.6,0,0,0,0,,0,1.2,,0,0,,0,0,22.6,,,0,0,0.1,,306,,,,,,,,,,,,
F1KS29,58.63,-12.05,North Atlantic,2,,,,,,,,,,,,,45,,,1,,15,3,163,,163,,,,20,1,,1,,,1,9,,,,,,,46,,,,,,,306,,,,,,,,,,,,
MD952015,58.46,-25.58,North Atlantic,1,,,,,,,,,,,,,142,,,,,49,7,115,,115,,,,12,,,0,,,1,7,,,,,,,50,,,,,,,384,,,,,,,,,,,,
V17-192,58.37,-47.73,North Atlantic,0,0,0,0.5,0.5,0,0,0,0,0,,0,0,0.3,0,0,0,0,0.8,95.3,2.8,0,2.8,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0.3,,,0,0,0,,396,,,,,,,,,,,,
V27-28,58.18,-44.6,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0,0,10.9,0,0,0,0,1.1,78.7,8.2,0.4,8.2,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0.2,,,0,0,0.3,,451,,,,,,,,,,,,
F1KR02,58.08,-10.72,North Atlantic,,,,,,,,,,,,,,61,,,6,,11,2,184,,184,,,,14,,1,1,,,1,4,,,,,,,53,,,,,,,337,,,,,,,,,,,,
11905-3bx,57.99,-16.51,North Atlantic,0,0,0,0.3,0.3,0,0,0,0,0,,0,0,20,0,0,0,0,10.8,3.6,38.4,0,38.4,,0,0,2.6,0,0,0,0,,0,1.3,,0,0,,0,0,22.9,,,0,0,0.1,,308,,,,,,,,,,,,
SU90I-04,57.98,-45.9,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,50,0,0,0,0,3,224,0,0,0,,,,0,0,0,0,0,,0,0,,0,0,,0,0,3,,,,,,,280,,,,,,,8,,0,0,0,0
F2KR03,57.93,-29.13,North Atlantic,,,,,,,,,,,,,,130,,,,,10,2,93,,93,,,,11,,,0,,,,2,,,,,,,52,,,,,,,300,,,,,,,,,,,,
NEAP-15B,57.68,-25.64,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,23,0,0,0,0,9.2,0.3,38.7,0,38.7,,0,0,5.3,0,0.2,0.2,0,,0,1.8,,0,0,,0,0,21.6,,,0,0,0,,666,,,,,,,,,,,,
NEAP-14B,57.54,-24.72,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,27.2,0,0,0,0,7.9,1.6,35,0,35,,0,0,4.6,0,0,0,0,,0,1.6,,0,0,,0,0,22,,,0,0,0.1,,545,,,,,,,,,,,,
V29-194,57,-21.32,North Atlantic,0,0,0,0.1,0.1,0,0,0,0,0,,0.1,0,23.9,0.4,0,0,0,5.8,4.1,37.1,0.6,37.1,,0,0,7.2,0,0,0,0,,0.3,1.3,,0,0,,0,0,16.6,,,0,0,2.5,,685,,,,,,,,,,,,
V27-25,56.72,-54.68,North Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,422,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,432,,,,,,,,,,,,
F1KS34,56.52,-13.25,North Atlantic,,,,,,,,,,,,,,79,,,4,,52,,126,,126,,,,11,,,0,,,,1,,,,,,,38,,,,,,,311,,,,,,,,,,,,
GIK17052-4,56.43,-33.88,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0.2,0,29.7,0,0,0,0,20.3,14.4,21.8,2.7,21.8,,0,0,2.1,0,0.2,0.2,0,,0,0.3,,0,0,,0,0,8.4,,,0,0,0.1,,824,,,,,,,,,,,,
F1KR01,56.32,-11.55,North Atlantic,,,,3,3,,,,,,,1,,69,,1,3,,22,1,150,,150,,,,22,,1,1,,,1,3,,,,,,,51,,,,,,,328,,,,,,,,,,,,
NEAP-17B,56.17,-27.34,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,28,0,0,0,0,17.5,2.4,28.2,0,28.2,,0,0,3.4,0,0,0,0,,0,1.1,,0,0,,0,0,19.4,,,0,0,0,,536,,,,,,,,,,,,
GIK17051-2,56.16,-31.99,North Atlantic,0.1,0,0,0.1,0.1,0,0,0,0,0,,0,0,38.4,0,0,0,0,12.2,0.9,22.3,6.2,22.3,,0,0,2.7,0,0,0,0,,0,0.8,,0,0,,0,0,16.3,,,0,0,0,,656,,,,,,,,,,,,
V27-24,55.97,-56.05,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,97.6,2.1,0,2.1,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,,,0,0,0.3,,340,,,,,,,,,,,,
F1KR10,55.6,-14.48,North Atlantic,,,,,,,,,,,,,,110,3,2,,,12,4,145,,145,,,,15,,3,3,,,1,3,,,,,,,32,,,,,,,330,,,,,,,,,,,,
F1KS02,55.55,-12.45,North Atlantic,2,,,1,1,,,,,,,1,,66,,,3,,11,2,172,,172,,,,16,,,0,,,,4,,,,,,,50,,,,,,,328,,,,,,,,,,,,
V28-7,55.53,-47.1,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,22.7,0,0,0,0,13.2,55.4,5.7,0,5.7,,0,0,1.1,0,0,0,0,,0,0,,0,0,,0,0,1.3,,,0,0,0.6,,453,,,,,,,,,,,,
NA87-22,55.48,-14.68,North Atlantic,1,,,,,,,,,,,,,61,,,,,16,4,172,,172,,,,19,,1,1,,,,3,,,,,,,57,,,,,,,334,,,,,,,,,,,,
V29-193,55.4,-18.73,North Atlantic,0.1,0,0,0,0,0,0,0,0,0,,0,0,24.2,0.7,0.1,0,0,5.8,2.9,43.5,0.5,43.5,,0,0,6.9,0.1,0.7,0.8,0,,0.7,1.8,,0,0,,0,0,10.4,,,0,0,1.6,,866,,,,,,,,,,,,
11891-3bx,55.19,-20.35,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0.2,1.2,23.1,0,0,0,0,4,7.6,36.9,0,36.9,,0,0,8.1,0.2,0.2,0.4,0,,0.2,2,,0.5,0,,0.5,0,14.6,,,0,0,0.9,,595,,,,,,,,,,,,
SU9037S,55.11,-20.73,North Atlantic,1,0,0,0,0,0,0,0,0,0,,0,0,166,0,0,0,0,16,6,160,0,160,,,,68,2,2,4,0,,1,15,,0,0,,0,0,66,,,,,,,503,,,,,,,7,,40,60,2,13
V27-114,55.03,-33.07,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,33.9,0,0,0,0,3.6,3.1,32.6,0.5,32.6,,0,0,2.1,0,0,0,0,,0,0,,0,0,,0,0,23.3,,,0,0,0.9,,387,,,,,,,,,,,,
RC09-225,54.97,-15.38,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0.3,0,18.9,0.9,0,0,0,6.5,0.6,37.9,2.2,37.9,,0,0,6.5,0,0.3,0.3,0,,0,2.2,,0,0,,0,0,20.8,,,0,0,2.9,,324,,,,,,,,,,,,
GIK23413-3,54.83,-18.38,North Atlantic,0.1,0,0,0.4,0.4,0,0,0,0,0,,0,0,25.9,0,0,0,0,4.6,3.3,48.7,0.9,48.7,,0,0,5.3,0.1,0.1,0.2,0,,0.6,0.6,,0,0,,0,0,9.5,,,0,0,0,,908,,,,,,,,,,,,
V27-23,54.73,-53.11,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,0.4,0,0,0,0,0.4,96.4,1.6,0,1.6,,0,0,0,0,0,0,0,,0,0.4,,0,0,,0,0,0.4,,,0,0,0.4,,252,,,,,,,,,,,,
F1KS01,54.7,-12.78,North Atlantic,1,,,,,,,,,,,1,,46,,,2,,5,2,202,,202,,,,19,,3,3,,,,1,,,,,,,42,,,,,,,324,,,,,,,,,,,,
NEAP-18B,54.69,-28.35,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,26,0,0,0,0,6.2,3.3,35.2,0,35.2,,0,0,6.9,0,0,0,0,,0.5,0.2,,0,0,,0,0,21.7,,,0,0,0,,423,,,,,,,,,,,,
F1KS39,54.63,-16.35,North Atlantic,1,,,1,1,,,,,,,,,97,,,,,17,1,156,,156,,,,17,,1,1,,,2,4,,,,,,,35,,,,,,,332,,,,,,,,,,,,
V27-22,54.47,-50.8,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,4.4,0,0,0,0,1.1,89.2,5.3,0,5.3,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,,,0,0,0,,789,,,,,,,,,,,,
GIK17048-3,54.3,-18.31,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0,0,23.3,0,0,0,0,5.7,0.6,24.6,16.3,24.6,,0,0,7.1,0.5,0,0.5,0,,0.8,2.5,,0,0,,0,0,18.4,,,0,0,0,,575,,,,,,,,,,,,
V23-81,54.25,-16.83,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0.2,0.2,15.2,1.1,0,0,0,4.6,0.7,45,2.6,45,,0,0,9.9,0,0.4,0.4,0,,0,1.5,,0,0,,0,0,15.7,,,0,0,2.9,,451,,,,,,,,,,,,
V23-22,54.2,-45.97,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,53,0.2,0,0,0,9.7,21.8,10,0,10,,0,0,0.4,0,0,0,0,,0,0,,0,0,,0,0,2.8,,,0,0,2.1,,472,,,,,,,,,,,,
V27-21,54.03,-46.85,North Atlantic,0,0,0,0.2,0.2,0,0,0,0,0,,0,0,42.2,0,0,0,0,11.1,33.7,5.9,0,5.9,,0,0,1.9,0,0,0,0,,0.2,0,,0,0,,0,0,2.6,,,0,0,2.2,,424,,,,,,,,,,,,
V27-20,54,-46.2,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,42.1,0.7,0,0,0,17,22.9,8.7,0.2,8.7,,0,0,3.5,0,0,0,0,,0,0.2,,0,0,,0,0,3.5,,,0,0,1.2,,423,,,,,,,,,,,,
F1KS40,53.93,-16.37,North Atlantic,2,,,1,1,,,,,,,,,48,,,4,,15,4,154,,154,,,,26,,,0,,,2,9,,,,,,,47,,,,,,,312,,,,,,,,,,,,
SP009-003,53.87,-21.1,North Atlantic,0.3,0,0,0,0,0,0,0,0,0,,0,0,20.3,0,0,0,0,2.1,5.2,48.3,1.3,48.3,,0,0,11.6,0,1,1,0,,0,0.8,,0,0,,0,0,7.2,,,0,0,1.9,,611,,,,,,,,,,,,
11889-4bx,53.7,-21.33,North Atlantic,0.6,0,0,0,0,0,0,0,0,0,,0,0.4,22.6,0.2,0.2,0,0,2.1,0.9,42.5,0,42.5,,0,0,9.2,0,0.2,0.2,0,,0,1.1,,0.2,0,,0.2,0,19.8,,,0,0,0.2,,529,,,,,,,,,,,,
GIK23414-7,53.54,-20.29,North Atlantic,0.6,0,0,0.3,0.3,0,0,0,0,0,,1,0,26.2,0,0,0,0,3.3,1.1,40.8,2,40.8,,0,0,8.9,0,0.1,0.1,0.2,,0.1,0.9,,0,0,,0,0,14.5,,,0,0,0,,809,,,,,,,,,,,,
NEAP-19B,52.77,-30.34,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0,35.2,0,0,0,0,1.1,2.3,39.9,0,39.9,,0,0,8.7,0.2,0,0.2,0,,0.2,0,,0,0,,0,0,12.3,,,0,0,0.1,,471,,,,,,,,,,,,
V29-190,52.67,-15.17,North Atlantic,0.2,0,0,0.5,0.5,0,0,0,0,0,,0.2,0.1,21.7,1.3,0,0,0,5.1,4.3,38,0.5,38,,0,0,7.3,0.1,0.8,0.9,0,,0,3.6,,0,0,,0,0,14.5,,,0,0,1.8,,861,,,,,,,,,,,,
V23-82,52.58,-21.93,North Atlantic,0,0,0,0.2,0.2,0,0,0,0,0,,0,0,18,0.4,0,0,0,1.7,2.3,45.4,1.5,45.4,,0,0,12.2,0.2,0,0.2,0,,0.6,1.5,,0,0,,0,0,13.5,,,0,0,2.5,,481,,,,,,,,,,,,
SU90I-10,52.57,-21.93,North Atlantic,1,0,0,0,0,0,0,0,0,0,,1,0,97,0,0,0,0,1,1,165,0,165,,,,27,0,1,1,0,,1,6,,0,0,,0,0,77,,,,,,,378,,,,,,,9,,10,60,3,18
11886-4bx,52.55,-22.1,North Atlantic,0,0,0,0.3,0.3,0,0,0,0,0,,0,0,19.2,0.3,0,0,0,1.5,1.5,39.3,0,39.3,,0,0,13.9,0,0.9,0.9,0,,0,1.8,,0.9,0,,0,0,19.5,,,0,0,0.9,,593,,,,,,,,,,,,
GIK23418-6,52.55,-20.34,North Atlantic,0.1,0,0,0,0,0,0,0,0,0,,1.2,0.1,25.8,0,0.4,0,0,0,0.1,47.4,1.9,47.4,,0,0,4.5,0,0,0,0,,0.2,2.4,,0,0,,0.9,0,15.8,,,0,0,0.3,,336,,,,,,,,,,,,
10611Tc,52.52,-31.82,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0,1.1,43.8,0.2,0,0,0,14.7,2,19.7,0,19.7,,0,0,6,0,0,0,0,,0,0.2,,0,0.2,,0.2,0,12.1,,,0,0,0,,341,,,,,,,,,,,,
GIK17045-2,52.43,-16.67,North Atlantic,1,0,0,0.5,0.5,0,0,0,0,0,,0.9,0,18.2,0,0.1,0,0,0.9,1.4,42,5.1,42,,0,0,9,0,1.2,1.2,0,,0.2,2.8,,0,0,,0,0,15.8,,,0,0,0.8,,905,,,,,,,,,,,,
V29-189,52.37,-17.53,North Atlantic,1,0,0,0.6,0.6,0,0,0,0,0,,0.6,0,16.3,0.5,0.1,0,0,1.8,3.5,48.9,0.5,48.9,,0,0,11.7,0,0.8,0.8,0,,0.8,2.3,,0,0,,0,0,9.1,,,0,0,1.5,,789,,,,,,,,,,,,
F2KR01,52.28,-35.25,North Atlantic,,,,,,,,,,,,,,135,,,,,62,16,54,,54,,,,9,,,0,,,,4,,,,,,,20,,,,,,,300,,,,,,,,,,,,
SU90I-03,51.88,-39.78,North Atlantic,1,0,0,0,0,0,0,0,0,0,,0,0,125,0,0,0,0,39,16,26,0,26,,,,16,0,0,0,0,,1,1,,0,0,,0,0,11,,,,,,,236,,,,,,,10,,0,0,0,0
52014-1,51.76,-13.13,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0,0.5,21.2,0,0.5,0,0,4.7,1,48.6,0,48.6,,0,0,7.4,0,1,1,0,,0.2,3.2,,0,0,,0,0,11.4,,,0,0,0.1,,403,,,,,,,,,,,,
11884-2bx,51.74,-22.58,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0.3,0,13.6,2.9,0,0,0,2.3,1.7,48.8,0.3,48.8,,0,0,7.8,0,0,0,0,,0,1.4,,0,0,,0,0,20.5,,,0,0,0.3,,346,,,,,,,,,,,,
52003-1,51.73,-13.02,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0.3,0.3,19.6,0.3,0,0,0,4.1,0.3,45.3,0,45.3,,0,0,8.1,0,0,0,0,,0,2.9,,0.3,0,,0.3,0,18,,,0,0,0.6,,326,,,,,,,,,,,,
52016-2,51.63,-12.92,North Atlantic,0.5,0,0,0,0,0,0,0,0,0,,0.2,1.4,24.4,0.1,0.3,0,0,8.1,0.8,40.2,0,40.2,,0,0,10.6,0,0.1,0.1,0,,0,2,,0.1,0,,0.1,0,10.9,,,0,0,0.4,,412,,,,,,,,,,,,
52020-1,51.62,-13.87,North Atlantic,0.2,0,0,0,0,0,0,0,0,0,,0,1.6,25,0.2,0,0,0,4.9,5.9,29,0,29,,0,0,23.7,0,0.7,0.7,0.2,,0.2,1.3,,0,0,,0,0,7.2,,,0,0,0,,383,,,,,,,,,,,,
51615-1,51.6,-12.98,North Atlantic,0,0,0,0,0,0,0,0,0,0,,0,0.6,23.4,0.3,0.3,0,0,7.5,0.6,38.9,0,38.9,,0,0,10,0,0.6,0.6,0,,0,2.5,,0,0,,0,0,15.3,,,0,0,0,,321,,,,,,,,,,,,
11109-1,51.58,-13.01,North Atlantic,0.8,0,0,0.2,0.2,0,0,0,0,0,,0.3,0.9,20.7,0,0.3,0,0,8.3,0.9,36.3,0,36.3,,0,0,12.9,0.2,0.5,0.7,0,,0,1.8,,0,0,,0,0,15.6,,,0,0,0.5,,661,,,,,,,,,,,,
F1KR11,51.48,-17.68,North Atlantic,2,,,,,,,,,,,1,,65,2,2,,,1,1,169,,169,,,,33,,6,6,,,1,6,,,,,,,43,,,,,,,332,,,,,,,,,,,,
52021-1,51.45,-13.6,North Atlantic,0,0,0,0.3,0.3,0,0,0,0,0,,0,0.6,22.7,0,0,0,0,7.5,2.2,42.1,0,42.1,,0,0,11.9,0.3,0,0.3,0,,0.3,0.9,,0,0,,0,0,11.2,,,0,0,0,,323,,,,,,,,,,,,
51621-1,51.27,-11.31,North Atlantic,0,0,0,0.4,0.4,0,0,0,0,0,,0,2.5,21.7,0.2,0,0,0,10.9,0.2,40.4,0,40.4,,0,0,7.5,0.2,0.2,0.4,0,,0.2,0.2,,0,0,,0,0,15.3,,,0,0,0.1,,447,,,,,,,,,,,,
