Core,"Latitude (decimal, from -90 to +90)","Longitude (decimal, from -180 to +180)",Ocean,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,P/D integrade + N. pachyderma R,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics,,,,,,,,,,,,
INMD-065BX,34.62,-29.98,North Atlantic,6,3,,86,86,10,8,3,11,,,9,1,78,23,1,22,,2,,15,,15,,,,29,19,12,31,,,9,17,,,,,,,28,,,,,,,381,,,,,,,,,,,,
D11934#2,34.61,-12.89,North Atlantic,1.5,0.4,0.2,15.3,15.5,0,1,1.3,2.3,0,,1.6,0.9,17.2,2,0.2,0,0.8,1.9,0.5,7.8,0,7.8,,0,0,30.3,2.7,2.2,4.9,0.4,,0.3,1.2,,2,0,,2,0,8,,,0.8,0,1,,927,,,,,,,,,,,,
GIK15659-1,34.56,-6.76,North Atlantic,0.2,0,0.9,15.5,16.4,0.3,4.3,1.8,6.1,0,,1.8,0.3,39.7,0.3,0,0.3,0,0,0,4.1,2.4,4.1,,0,0.1,12.5,3.5,3,6.5,0.5,,2.4,0.3,,0,0,,0,0,5.7,,,0,0,0,,404,,,,,,,,,,,,
D11935,34.43,-12.89,North Atlantic,1.6,0.3,0.1,19,19.1,0,4.8,1.2,6,0,,1.5,1.5,20.2,4.3,0.3,0,0.4,0.7,0.1,7.6,0,7.6,,0,0,12.1,1.8,4.6,6.4,0.1,,0.4,3.9,,0.4,0,,0.4,0,12.5,,,0.4,0,0.9,,671,,,,,,,,,,,,
GIK10749-1,34.4,-15.63,North Atlantic,0.8,0.3,0.3,15.7,16,0.7,4.1,2,6.1,0,,1.7,5.9,21.3,3.1,0.4,0.4,0.4,1.1,0.2,3.6,4.2,3.6,,0,0.1,14,0,7.2,7.2,0.4,,1.8,3.7,,0.1,0,,0.1,0,6.8,,,0.4,0,0,,564,,,,,,,,,,,,
V27-162,34.18,-16.85,North Atlantic,1,0.3,0,20.8,20.8,0.3,4.3,3.6,7.9,0,,2.6,1.3,4.6,17.5,0.7,0,0.7,0,0.3,2.3,0.3,2.3,,0,0.3,12.9,3.6,3,6.6,1.3,,3.9,4.6,,0,0,,0,0,7.3,,,0.7,0,2.9,,305,,,,,,,,,,,,
D11937,34.13,-13.39,North Atlantic,0.8,0.7,0.4,23.3,23.7,0.1,6.2,2.7,8.9,0,,1.8,1.3,19.3,3.4,0.2,0,0.6,0.2,0.1,4.5,0.1,4.5,,0,0.2,10,4,2.6,6.6,0.1,,1.5,2,,0.6,0,,0.6,0,13.6,,,0.6,0,0.3,,1251,,,,,,,,,,,,
GIK15677-1,34.1,-10.83,North Atlantic,1.4,0.8,1.2,26.2,27.4,0.4,6.3,2.3,8.6,0,,1.7,0.6,25.1,2.7,0.8,0.2,1.1,0,0,2.9,0.4,2.9,,0,0.2,7.7,2.6,2,4.6,0.5,,4.2,1.3,,0,0,,0,0,8.3,,,1.1,0,0,,849,,,,,,,,,,,,
D11936#2,33.97,-12.79,North Atlantic,0.5,0.3,0.3,23.4,23.7,0,6.2,2.2,8.4,0,,1.7,1,22.2,4.1,0.7,0,2,0.4,0.1,3.5,0,3.5,,0,0,5.9,1.3,3.4,4.7,0.1,,1.7,3,,0.8,0,,0.8,0,15.1,,,2,0,0.1,,762,,,,,,,,,,,,
M8/16-1,33.85,-9.72,North Atlantic,0.3,0,0.9,22,22.9,0,4,0,4,0,,0.9,0,40.3,0,0,0,0.6,1.5,0,11,2.1,11,,0,0,0,0,4,4,0,,2.1,1.8,,0,0,,0,0,6.8,,,0.6,0,2.2,,320,,,,,,,,,,,,
M8/18-2,33.6,-9.4,North Atlantic,1.3,0,1.3,28.3,29.6,0,5.2,0.7,5.9,0,,0.5,0,28.9,0,0,0,0.2,0.2,0,13.6,0.7,13.6,,0,0,0,0,7.4,7.4,0,,2.8,2.8,,0,0,,0,0,4.9,,,0.2,0,1.3,,383,,,,,,,,,,,,
D11820#4,33.5,-22.63,North Atlantic,0.4,1.2,0,24.5,24.5,0.1,2.6,0.7,3.3,0,,1.5,0.3,11.6,0.4,0.3,0,3.5,0.3,0,10.7,0,10.7,,0,0,30.9,3.1,3.2,6.3,0.1,,0.1,0.1,,1.2,0,,1.2,0,2.9,,,3.5,0,0.2,,683,,,,,,,,,,,,
D11815#5,33.5,-22.62,North Atlantic,1.2,1.5,0,27.5,27.5,0,3.1,0.3,3.4,0,,0.3,1.5,18.5,1.9,0.3,0,1.2,0,0.3,7.7,0,7.7,,0,0,14.5,5.9,0.3,6.2,0,,0.6,0.6,,2.5,0,,2.5,0,10.2,,,1.2,0,1.5,,324,,,,,,,,,,,,
D11938,33.5,-13.22,North Atlantic,1,0.4,0.3,20.2,20.5,0.2,6.6,2.1,8.7,0,,1.5,1.2,21.7,3.8,0.2,0.1,0.9,0.3,0.3,3.2,0,3.2,,0,0.1,9.3,2.8,3,5.8,0.2,,1.4,1.3,,1,0,,1,0,16.6,,,0.9,0,1.2,,931,,,,,,,,,,,,
D11939#5,33.5,-13.87,North Atlantic,0.9,0.3,0.3,19.9,20.2,0.2,6.5,2,8.5,0,,1.7,1.3,22.1,4,0.3,0.3,0.9,0.4,0.3,3.3,0,3.3,,0,0.1,9.4,2.8,2.9,5.7,0.2,,1.5,1.3,,0.9,0,,0.9,0,17,,,0.9,0,0.1,,542,,,,,,,,,,,,
D11939#3,33.49,-13.74,North Atlantic,0.3,0.9,0.3,26.3,26.6,0,8,3.4,11.4,0,,2.3,1.1,18.3,5.7,0.3,0,0.9,0.3,0.3,1.7,0,1.7,,0,0,8.9,2.6,3.1,5.7,0,,2.3,2.6,,0.6,0,,0.6,0,10.6,,,0.9,0,0.1,,352,,,,,,,,,,,,
D11820#2,33.49,-22.63,North Atlantic,0.5,0.6,0.1,20.1,20.2,0,1.2,0.3,1.5,0,,0.6,1.5,15,2.9,0.1,0,0.6,0.1,0.6,9.2,0.3,9.2,,0,0,24.8,2.4,3.1,5.5,0.1,,1.7,0.8,,0.1,0,,0.1,0,12.8,,,0.6,0,1,,780,,,,,,,,,,,,
GIK15678-1,33.47,-12.76,North Atlantic,0.7,0.7,0.5,21.3,21.8,1.2,8.5,1.5,10,0,,3,0.3,29.5,1.5,0.6,0,0,0.6,0,3.1,1.5,3.1,,0,0.1,5.4,3.3,3.1,6.4,0.2,,3,1.2,,0,0,,0,0,9.4,,,0,0,0,,497,,,,,,,,,,,,
M8/21-1,33.43,-9.13,North Atlantic,0,0,0.8,16.8,17.6,0,3.2,0,3.2,0,,0,0,39.2,0,0,0,0,4.8,0,20.8,0.4,20.8,,0,0,0,0,2.8,2.8,0,,3.2,3.6,,0,0,,0,0,3.2,,,0,0,1.2,,250,,,,,,,,,,,,
A180-020,33.33,-27.37,North Atlantic,0.6,0.2,0.4,23.4,23.8,2.5,1.9,1.1,3,0,,2.2,0.4,11,16.2,0,0,0.6,0.2,0,3.2,0,3.2,,0,0,9.1,3.8,2.8,6.6,0,,3,4.4,,0.4,0,,0.4,0,9.1,,,0.6,0,3.9,,472,,,,,,,,,,,,
V19-310,33.3,-48.27,North Atlantic,0.6,0.5,5.4,25.4,30.8,0.3,1,0.8,1.8,0,,0,0.6,6.5,14.3,0,0,0.3,0,0,2.6,1,2.6,,0,0.5,23.3,6.4,1.4,7.8,0.3,,0.2,0.2,,0.5,0,,0.5,0,7.8,,,0.3,0,0.2,,364,,,,,,,,,,,,
GIK15651-1,33.19,-9.83,North Atlantic,2.4,0.3,0,16.3,16.3,0,9.9,1.8,11.7,0,,3.1,0,28.6,1.6,0.5,0.2,0.5,0,0,3.6,0.7,3.6,,0,0.5,10.3,4.5,5.6,10.1,0.2,,4.6,1.8,,0,0,,0,0,3.1,,,0.5,0,0.2,,537,,,,,,,,,,,,
D11819#1,33.11,-23.96,North Atlantic,0.5,2.4,0,34.5,34.5,0,1.7,0.5,2.2,0,,0.3,1.2,7.6,0.5,0,0,1,0.2,0,3.9,0,3.9,,0,0,35.4,5.2,0.7,5.9,0,,0.2,0.2,,0.2,0,,0.2,0,3.9,,,1,0,1,,595,,,,,,,,,,,,
D11940,33.05,-14.59,North Atlantic,1,1.3,0.6,21.2,21.8,0.3,5.7,2,7.7,0,,1.8,2.2,20.2,4.7,0.3,0.1,0.6,0.4,0,3.4,0,3.4,,0,0,8.3,2.9,3.1,6,0.1,,0.9,0.7,,1,0,,1,0,16.5,,,0.6,0,1.3,,684,,,,,,,,,,,,
172-1054B,33,-76.28,North Atlantic,6.3,0.7,4.8,29.3,34.1,0,4.8,0,4.8,0,,11.8,3.6,1.1,1.1,0.7,0.9,0,0,0,0,5.2,0,,0,6.3,0,0.4,0.7,1.1,0.2,,0,0.4,,6.3,2,,8.2,0.4,9.5,,,0,0,3.7,,559,,,,,,,,,,,,
172-1055C,32.78,-76.29,North Atlantic,5.8,0.6,5.1,28.9,34,0,4.3,0,4.3,0.2,,15.1,2.9,1.1,2.9,0.3,0.5,0,0,0,0.6,6.3,0.6,,0,7.6,0.3,0.6,1.1,1.7,0,,0.3,0.5,,4.2,1.3,,5.5,0,7.7,,,0,0,1.7,,622,,,,,,,,,,,,
GIK15679-1,32.76,-15.06,North Atlantic,0.9,0.1,0,11.9,11.9,0.7,0.6,0.2,0.8,0,,1,0,24.3,2.9,0.2,0,0,0.4,0.4,22.1,4,22.1,,0,0,18.8,0.9,3.7,4.6,0.3,,0.1,1.1,,0,0,,0,0,5.4,,,0,0,0,,653,,,,,,,,,,,,
V17-165,32.75,-41.9,North Atlantic,0.8,0.5,0.5,25.1,25.6,3,1.6,1.6,3.2,0,,3,0.5,6,17.4,0,1.4,0,0,0,1.1,1.1,1.1,,0,0,9.3,6.5,0.8,7.3,0,,5.2,0.8,,0.5,0,,0.5,0,8.7,,,0,0,4.5,,367,,,,,,,,,,,,
11146-1bx,32.61,-24.39,North Atlantic,0.4,1.1,0,25.9,25.9,0,4.3,1.1,5.4,0,,1.6,0.5,13.1,0,0,0,1.6,0,0.3,10.5,0,10.5,,0,0,23.9,3.8,3.1,6.9,0.7,,1.2,0,,0.4,0,,0.4,0,5.5,,,1.6,0,2.4,,740,,,,,,,,,,,,
V05-001,32.6,-69.5,North Atlantic,3,3,1,88,89,0,6,3,9,0,0,5,3,73,14,1,0,2,0,0,4,7,4,0,0,3,76,21,3,24,0,0,14,0,0,3,8,0,11,2,0,0,0,0,0,0,2,345,,,,,,,,,,,,
GIK15639-1,32.49,-10.11,North Atlantic,2.1,0.2,1.2,21.2,22.4,0.2,8.1,1.6,9.7,0.2,,4.9,0.1,29,2.5,0.8,0.2,0,0,0,2.5,0.9,2.5,,0,3.3,5.6,3.6,2.4,6,0,,4.8,0.9,,0,0,,0,0,3.7,,,0,0,0,,652,,,,,,,,,,,,
172-1056C,32.49,-76.33,North Atlantic,3.5,0,3.4,31.9,35.3,0.2,5.1,0,5.1,0,,11.3,2.3,0.7,2.8,1.8,0.7,0,0,0,0.5,4.8,0.5,,0,4.1,0.2,0.9,0.9,1.8,0.2,,0.5,0.9,,3,1.6,,4.6,0.2,16,,,0,0,2.5,,564,,,,,,,,,,,,
INMD056,32.45,-34.07,North Atlantic,5,3,5,133,138,11,9,5,14,0,0,12,12,32,89,1,5,8,0,0,3,0,3,0,0,0,35,31,5,36,0,0,23,10,0,0,0,0,0,0,38,0,1,0,0,0,16,492,,,,,,,,,,,,
GIK15640-1,32.45,-9.96,North Atlantic,0.5,0,1.5,10.9,12.4,1.1,5.5,0.3,5.8,0,,2.5,0.2,41.9,2.9,0.6,0,0,1.7,0.3,7.8,4.3,7.8,,0,0.1,3.6,1.1,1.7,2.8,0.8,,2.6,1.4,,0,0,,0,0,6.6,,,0,0,0,,514,,,,,,,,,,,,
GIK15641-2,32.43,-9.87,North Atlantic,0.8,0.4,0.1,12.3,12.4,1.1,6.1,0.8,6.9,0,,1.6,0,33.4,1.3,0,0,0,1.3,1.1,11.1,3.9,11.1,,0,0.7,10.1,1.7,3.2,4.9,0.7,,2.1,1.6,,0,0,,0,0,4.4,,,0,0,0,,648,,,,,,,,,,,,
INMD-055BX,32.42,-34.1,North Atlantic,2,5,2,125,127,7,7,,7,,,4,,49,7,1,26,2,2,,11,,11,,,,37,27,7,34,,,14,10,,,,,,,32,,,,,,,377,,,,,,,,,,,,
D11817#1,32.42,-23.53,North Atlantic,0,2.3,0,28.6,28.6,0,5,0.3,5.3,0,,3.6,0.3,11.3,0.7,0,0,4.6,0,0,2,0,2.3,,0,0,28.8,5,1.7,6.7,0,,0,0,,1,0,,1,0,4.3,,,0,0,0,,263,,,,,,,,,,,,
GIK15642-1,32.41,-9.85,North Atlantic,2,0.2,1.2,20.8,22,0.8,6.8,0.6,7.4,0,,1.8,0,40.5,5,0,0,0,1.5,0,0,0.8,0,,0,3.4,5.9,3,0.8,3.8,0.8,,2.1,1.5,,0,0,,0,0,0.4,,,0,0,0,,265,,,,,,,,,,,,
GIK15644-1,32.4,-9.81,North Atlantic,0.5,0.2,0.7,7.8,8.5,0,6.4,0.6,7,0,,0.7,0,39.7,0.3,1,0,0,2,1.7,10.9,4.8,10.9,,0,0.1,10.2,0.8,5.7,6.5,0.3,,0.8,1,,0,0,,0,0,3.7,,,0,0,0,,297,,,,,,,,,,,,
GIK15645-1,32.39,-9.8,North Atlantic,1.6,0.1,0,13.9,13.9,0.4,8.5,0.5,9,0,,2.2,0,47.6,0.6,0,0.2,0,0,0,2.5,4.3,2.5,,0,0.6,8.5,1.5,2.5,4,0,,1.5,0.4,,0,0,,0,0,2.3,,,0,0,0.5,,498,,,,,,,,,,,,
GIK15646-1,32.38,-9.78,North Atlantic,1.9,0.6,0.8,15.3,16.1,0.2,8.8,0.2,9,0,,1,0,39.7,0,0,0,0,1,0,2.7,4.7,2.7,,0,0.2,10.6,1.6,3.5,5.1,0.1,,2.5,0.8,,0,0.4,,0.4,0,3.5,,,0,0,0,,455,,,,,,,,,,,,
V05-31,32.28,-65.12,North Atlantic,1,1.3,2.6,23,25.6,2.6,2.3,0,2.3,0,,2.9,2.9,2.3,20.4,0,4.8,0.3,0,0,1.6,1.3,1.6,,0,0.3,8.1,7.2,2.5,9.7,0,,3.2,0,,0.3,0.3,,0.6,0,8.7,,,0.3,0,0,,319,,,,,,,,,,,,
GIK10737-1,32.22,-28.3,North Atlantic,0.9,0.3,0.2,30,30.2,6.2,3.8,0.5,4.3,0,,2,2.7,19.6,4.1,0.7,2.4,1.5,0,0,0,0.4,0,,0,0,1.2,0,5.2,5.2,0.3,,1.3,1.9,,0.1,0,,0.1,0.3,14.6,,,1.5,0,0,,575,,,,,,,,,,,,
GIK15638-2,32.21,-10.45,North Atlantic,1.9,0.6,0.9,17,17.9,1.1,6.7,1.6,8.3,0,,3.5,0.4,33,2.7,0.4,0,0.4,0,0,1.9,1.3,1.9,,0,2.1,8,3.8,2,5.8,0.5,,4,0.8,,0,0,,0,0,5.6,,,0.4,0,0,,670,,,,,,,,,,,,
V05-40,32.2,-64.7,North Atlantic,0.6,0,2.6,30.4,33,3.1,1.1,0,1.1,0,,8,2.8,7.1,17.6,0,1.7,0.3,0,0,0,0.6,0,,0,0.6,2.3,6,0.8,6.8,0,,4.6,0.6,,0,0,,0,0,9.1,,,0.3,0,0,,364,,,,,,,,,,,,
11145-1bx,32.13,-24.73,North Atlantic,0.4,2.1,0,38.2,38.2,0,4.2,0.4,4.6,0,,0.4,1.1,10.5,0.4,0,0,2.5,0,0.4,4.2,0,4.6,,0,0,15.1,4.6,0,4.6,0,,1.1,1.4,,1.1,0,,1.1,0,11.9,,,2.5,0,0,,528,,,,,,,,,,,,
172-1057B,32.03,-76.08,North Atlantic,5.9,1.4,3.8,29.9,33.7,0,7,0,7,0,,9.1,2.7,1.1,2.9,0.3,0.6,0,0,0,0.6,3.2,0.6,,0,5.6,0.8,2.4,1.2,3.6,0,,0.3,0.2,,3,2,,5,0.2,13.7,,,0,0,2.1,,659,,,,,,,,,,,,
A167-12,31.83,-74.35,North Atlantic,0,3.2,0,33.4,33.4,0,2.8,1,3.8,0.2,,4.6,0.4,6.8,2,0.2,0,0.2,0,0,0,7.4,0,,0,3.6,6.2,11.2,0.4,11.6,0,,4.2,0,,3.5,3.8,,7.8,0,4.2,,,0.2,0,0,,507,,,,,,,,,,,,
172-1058C,31.69,-75.43,North Atlantic,3.1,1.3,4.1,29.9,34,0.2,3.9,0,3.9,0,,13.9,2.3,1,4.6,0.7,0.7,0,0,0,0,3.1,0,,0,4.2,1.5,6.5,1.8,8.3,0,,2.9,0,,2.3,1.1,,3.4,0.2,7,,,0,0,3.7,,613,,,,,,,,,,,,
172-1059B,31.67,-75.42,North Atlantic,1.6,1.3,2.7,33.1,35.8,0.7,3.8,0,3.8,0,,12.1,2.7,2.3,5.6,0.4,0.4,0,0,0,0,5,0,,0,3.1,1.4,4.9,1.4,6.3,0,,1.3,0,,1.4,0.2,,1.6,0,13.7,,,0,0,0.9,,556,,,,,,,,,,,,
A167-13,31.65,-75.35,North Atlantic,2.3,1.2,2.9,29.7,32.6,0.9,5.5,2,7.5,0,,8.9,4,2.6,6.6,0,0.6,0,0,0,0.9,4,0.9,,0,1.4,2,7.5,1.4,8.9,0.3,,1.7,0.3,,3.1,0.8,,4,0,8.9,,,0,0,0.1,,360,,,,,,,,,,,,
INMD051,31.65,-37.85,North Atlantic,0,2,1,119,120,8,6,3,9,0,0,11,12,6,49,0,2,0,1,0,7,0,7,0,0,0,24,15,4,19,0,0,14,9,0,1,0,0,1,0,27,0,0,0,0,0,7,328,,,,,,,,,,,,
10975-1p,31.52,-25.04,North Atlantic,0.4,0.4,0,25.3,25.3,0,1,0,1,0,,1.2,0.4,15.3,3.5,0,0,0.7,0.2,0.4,7.2,0,7.2,,0,0,19.8,3.2,4.3,7.5,0.4,,0.2,0.9,,0.9,0,,0.9,0,14.3,,,0.7,0,0.7,,805,,,,,,,,,,,,
10970-1p,31.48,-25.09,North Atlantic,1.3,0.8,0,32,32,0,2.7,1,3.7,0,,2.3,2,12.2,1,0,0,2.3,0.1,0.1,4.3,0,4.3,,0,0,16.2,5,2.6,7.6,0.5,,1,0.8,,0.7,0,,0.7,0,10,,,2.3,0,1,,859,,,,,,,,,,,,
11138-1bx,31.44,-24.82,North Atlantic,1.1,1.8,0,49.5,49.5,0,3.4,0.4,3.8,0,,0,1.5,5.3,1.1,0,0,0.4,0,0,3,0,3,,0,0.4,15.7,5.3,0.4,5.7,0,,1.5,0.7,,0.7,0,,0.7,0,8.5,,,0.4,0,0,,271,,,,,,,,,,,,
11139-8bx,31.42,-25.2,North Atlantic,0.4,0.6,0,38.1,38.1,0,3.1,0.6,3.7,0.2,,1.3,0.6,12.9,0.6,0.4,0,2.6,0,0.6,4.3,0,4.9,,0,0,18.5,1.8,3.5,5.3,0.7,,0.6,0,,0.2,0,,0.2,0,7.8,,,2.6,0,0.1,,541,,,,,,,,,,,,
V10-98,31.42,-64.17,North Atlantic,0.6,1.2,3.3,28.9,32.2,2.4,3,0.9,3.9,0,,0,0.6,7.7,8.9,0,1.4,0.3,0,0.6,1.7,0.9,1.7,,0,0,17.8,5.5,1.7,7.2,0.3,,3,0.3,,0.9,0,,0.9,0.3,8,,,0.3,0,0,,537,,,,,,,,,,,,
V10-80,31.38,-11.62,North Atlantic,0.7,0,3.8,14.6,18.4,0.5,5.6,3,8.6,0,,2,0,35.3,0,0,0.9,0.3,0,0,4.7,5.4,4.7,,0,2.4,7,0,5.6,5.6,0.7,,3.2,0.3,,0,0,,0,0,3.9,,,0.3,0,0,,513,,,,,,,,,,,,
11327-2bx,31.31,-25.39,North Atlantic,0,5.5,0.4,47.4,47.8,0,1.5,0.7,2.2,0,,0.4,0.7,8.8,0,0,0,1.8,0,0,0.7,0,0.7,,0,0,17.9,5.5,0.7,6.2,0,,0.4,0,,0.7,0,,0.7,0,6.2,,,1.8,0,0,,274,,,,,,,,,,,,
INMD-050BX,31.18,-39.68,North Atlantic,7,2,3,137,140,11,7,1,8,,,7,1,14,12,,24,4,2,,5,,5,,,,39,24,11,35,3,,13,7,,1,,,1,,28,,,,,,,363,,,,,,,,,,,,
MIKS20,31.13,-26.78,North Atlantic,2,5,,101,101,,4,,4,1,,2,,43,15,,5,,,,32,1,32,,,,106,14,37,51,2,,12,1,,,,,,,10,,,,,,,393,,,,,,,,,,,,
MIKS19,31.1,-26.78,North Atlantic,,4,,110,110,,15,5,20,,,7,,44,15,2,9,4,,,21,1,21,,,,26,16,13,29,3,,3,2,,,,,,,36,,,,,,,336,,,,,,,,,,,,
12174-15,31.09,-21.17,North Atlantic,0.7,0.4,0,38.8,38.8,0.1,3.5,1.4,4.9,0,,1.7,2.6,9.5,3.9,0.3,0,5.6,0,0.1,2.1,0.1,2.1,,0,0.8,3.1,3.1,0,3.1,0,,3.5,0.5,,0.4,0,,0.4,0,16.1,,,5.6,0,1.6,,766,,,,,,,,,,,,
A179-020,30.78,-67.67,North Atlantic,5,4,1,203,204,1,6,1,7,0,0,10,3,44,13,1,0,2,0,2,1,5,1,0,0,1,28,31,9,40,0,0,15,0,0,0,0,0,0,0,9,0,0,0,0,0,3,398,,,,,,,,,,,,
172-1060B,30.76,-74.47,North Atlantic,1.6,1,3.3,36.5,39.8,0.9,5.1,0,5.1,0.1,,6.4,1.5,2.4,6.6,0.4,1.2,0,0,0,0.3,0.7,0.3,,0,1.2,1.7,7.7,1.3,9,0,,3.5,0.2,,1.1,0.6,,1.7,0,12.3,,,0,0,2.4,,980,,,,,,,,,,,,
RC11-255,30.73,-75.32,North Atlantic,0.8,0.8,2.4,34.8,37.2,3.2,4,4.8,8.8,0,,10.4,2.4,1.3,6.2,0,0.8,0,0,0,0,3.5,0,,0,1.9,1.6,5.7,1.6,7.3,0,,1.6,0,,3.7,0.8,,4.5,0,7.5,,,0,0,0,,384,,,,,,,,,,,,
10699-1p,30.73,-24.48,North Atlantic,0.4,2.6,0,27.9,27.9,0,3.4,0.8,4.2,0.4,,2.3,0.8,8.3,0,0,0,4.5,0,0,2.6,0,3,,0,0.4,30.9,5.7,1.9,7.6,0.4,,0,0,,1.5,0,,1.5,0,4.5,,,4.5,0,0,,265,,,,,,,,,,,,
V15-206,30.52,-75.92,North Atlantic,2.1,1.4,2.7,36.3,39,1.8,5.7,2.1,7.8,0,,6.4,2.5,2.5,7.8,0.2,0.2,0.2,0,0,0.5,1.8,0.5,,0,2.3,0.7,5.8,1.8,7.6,0.2,,3,0,,1.1,0.4,,1.6,0.2,10.1,,,0.2,0,0,,450,,,,,,,,,,,,
V26-165,30.45,-67.97,North Atlantic,0.6,2.2,0.2,58.7,58.9,0,1.9,0.8,2.7,0,,1.3,0.2,12.6,0.6,0.8,0,0.8,0.2,0,0,1.3,0,,0,0.6,10.4,3.9,0.6,4.5,0,,1.1,0,,0.2,0,,0.2,0,1.3,,,0.8,0,0.4,,536,,,,,,,,,,,,
MIKS18,30.13,-26.28,North Atlantic,,4,,123,123,,10,1,11,1,,5,,18,4,1,1,1,,,26,,26,,,1,50,20,14,34,3,,9,,,,,,,,27,,,,,,,319,,,,,,,,,,,,
V16-209,30,-51.87,North Atlantic,0.8,0.2,1.5,58.1,59.6,0,3.1,0.8,3.9,0,,2.9,0.4,2.5,1.9,0.4,0.2,0.2,0.2,0,0.6,1.7,0.6,,0,0.2,8.5,5.9,1.6,7.5,0.2,,2.5,0.2,,0,0,,0,0,5.2,,,0.2,0,0,,490,,,,,,,,,,,,
172-1061D,29.98,-73.6,North Atlantic,4.3,2.3,3.1,30.6,33.7,0.3,3.4,0,3.4,0,,12.1,0.5,2.4,6.1,0.6,1,0,0,0,0,1.8,0,,0,1.6,2.3,10.6,2.4,13,0,,4,0,,1,0.6,,1.6,0.2,6.4,,,0,0,2.4,,621,,,,,,,,,,,,
INMD048,29.82,-43.22,North Atlantic,1,0,3,148,151,20,1,3,4,0,0,15,9,10,33,0,4,0,1,0,2,0,2,0,0,2,24,17,11,28,0,0,6,7,0,0,0,0,0,0,27,0,0,0,0,0,6,350,,,,,,,,,,,,
V23-096,29.8,-15.08,North Atlantic,4,1,26,141,167,4,31,11,42,2,0,16,7,8,40,1,2,0,0,0,12,2,12,0,0,5,40,14,12,26,2,0,12,2,0,0,0,0,0,0,15,0,0,0,0,0,5,415,,,,,,,,,,,,
A176-018,29.77,-76.8,North Atlantic,0.7,0.7,1.6,30.9,32.5,3,5.2,1,6.2,0,,6.9,3.9,0.3,1,0,2,0,0,0,0,2.6,0,,0,1.6,0.3,1.5,2.2,3.7,0,,0.3,1,,1.5,0.3,,2,0.3,30.9,,,0,0,0.1,,323,,,,,,,,,,,,
V29-171,29.65,-16.35,North Atlantic,2,2,5,108,113,6,17,11,28,0,0,9,13,11,44,7,1,2,0,0,15,2,15,0,0,6,27,14,6,20,1,0,6,4,0,0,0,0,0,0,18,0,0,0,0,0,3,340,,,,,,,,,,,,
V17-164,29.62,-36.92,North Atlantic,3.3,1.1,0.4,35.4,35.8,0.4,0.9,1.3,2.2,0,,3.3,0.4,0.4,11.5,0,0.4,0,0,0,2.8,0.4,2.8,,0,0,18,4.8,6.1,10.9,0.2,,0.7,0.7,,0,0,,0,0,5,,,0,0,2.5,,460,,,,,,,,,,,,
D11807#1,29.53,-25.23,North Atlantic,2.2,0.6,0,22.4,22.4,0.2,1.2,1,2.2,0,,3,0.3,10.9,3,0.2,0,1,0.1,0.3,8.6,0.1,8.6,,0,0,18.1,1.6,8.6,10.2,0.1,,1.4,1.1,,1.3,0,,1.3,0,13.5,,,1,0,0.3,,323,,,,,,,,,,,,
V27-164,29.48,-19.6,North Atlantic,0.9,0,1.8,40.9,42.7,0.6,4.7,0.9,5.6,0,,2.3,0.9,1.2,11.8,0,0.3,0.9,0,0,13,0.6,13,,0,0,3.5,1.5,1.2,2.7,0.6,,1.2,0.9,,0,0,,0,0,6.8,,,0.9,0,4.3,,341,,,,,,,,,,,,
D11809#1,29.46,-24.76,North Atlantic,1.2,0.4,0,35.6,35.6,0,5.8,1.2,7,0,,1.2,0.8,5.1,0.1,0.4,0,2.9,0,0.6,4.5,0,4.5,,0,0.1,26.1,4.9,1.6,6.5,0.4,,0.7,0,,0.5,0,,0.5,0,5.7,,,2.9,0,0.3,,824,,,,,,,,,,,,
V07-13,29.28,-79.92,North Atlantic,1.9,0.4,5.1,26,31.1,0.6,5.3,0.6,5.9,0,,13.5,4.5,1.6,0.6,0.8,1.2,0,0,0,0,5.4,0,,0,0,0,0,0.4,0.4,0.2,,0,0.4,,4.1,0,,4.3,0.6,27.1,,,0,0,0,,537,,,,,,,,,,,,
